"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Nepal","NPL","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","-33456000","-58336000","-89109770.6692386","-103833333.333333","-158575000","-156623104.859143","-243663042.87117","-283755031.312079","-213188648.208936","-241093448.539729","-230980405.395206","-263732941.162979","-398104727.459467","-351579349.43029","-411698818.246163","-426448125.816414","-327003208.162608","-380155657.874432","-507621826.853099","-595206851.451088","-591287366.952732","-636952088.500795","-388087351.057886","-439226109.195532","-507977830.283915","-566643510.632457","-724926798.692706","-856816709.247449","-1059082837.07082","-1427964920.10683","-1699390031.90572","-2218897887.12394","-2660852936.14279","-3559207097.92041","-4307317702.01938","-4584800479.47336","-4916709707.98264","-5334668304.9901","-6366746592.60822","-5467903518.93931","-7898498022.05001","-9393295182.66726","-11960657626.2818","-11110082471.6713","-8923098091.38993","-14466795451.0284",
"Nauru","NRU","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6071681.50474951","9862327.25360275","2382349.37031685","-3675692.94740245","16365843.9788892","13438018.4746422","-14186698.5734077","-57537263.6760321","-43515670.7933291","-51687574.7331049","-63694776.6946279","","","",
"New Zealand","NZL","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1247429412.58552","2251953917.35523","1662375166.8192","1644416393.45152","615723703.548277","-1283142380.03224","-757517796.214083","-260339711.146269","-803586697.80374","2442286807.39943","3322195064.16294","3303885888.3145","786409618.313339","1907413775.84307","2279985712.47156","1781157735.83877","1562573395.98136","2147860807.06801","-100222219.764481","135687976.550627","2453101864.63923","-8112668973.64775",
"OECD members","OED","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","557035322.979257","353503185.736836","418934569.828994","389693110.56657","255645628.997237","767226406.390349","1459177769.13485","1787782286.58883","1151129128.98416","1222061381.65044","1123343395.56036","1244951432.41796","-123042473.869291","1568270481.14434","725617685.305592","1330559167.75033","2234590377.11313","859817945.383615","1009102730.81925","442132639.791937","962028608.582575","1042912873.86216","2051099973.3277","1725199977.56567","-1195999992.22367","1637799989.3511","5418301300.39012","4472821846.55397","4262938881.6645","3666059817.94538","3092171651.49545","8456592977.89337","9119791937.58127","6936280884.26528","12959947984.3953","7736517555.26658","14169050715.2146","20177096022.3519","20411014954.2264","17543428491.2517","18792792171.6091","2299168049.39087","-126009437.93347","1874361673.21022","10946371276.5672","11015417064.6562","5504460851.33288","",
"Other small states","OSS","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","-1194108122.90638","-1555202522.13272","-2050058140.6339","-2596977116.86762","-3114972005.46645","-3212400511.16292","-3567110226.09934","-2945073495.22311","-4069213618.91024","-3581025369.277","-3164346564.13773","-2642944410.6176","-3341475595.97599","-3107290399.88654","-3370640500.03573","-3055722371.75394","-3927387399.8867","-3652292822.60561","-3015303684.81132","-3971692894.9253","-5099044353.86069","-3432555601.27032","-2841000000","-2620000000","-2029000000","-1481000000","-408000000","-435000000","-5979990000","-10170200000","-14558000000","-15640000000","-22456500000","-12838430000","-11960000000","-15718000000","-17528000000","-19124000000","-20547000000","-20018000000","-25036898000","-35006621000","-37647987000","-27305928000","-24764874000","-40826247000",
"Panama","PAN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-193200000","-272700000","-360700000","27800000","-79300000","59400000","203500000","-19500000","85600000","183500000","250500000","701000000","282200000","245200000","-31100000","-67200000","-13200000","89300000","-157300000","-86100000","-257700000","-657300000","-638800000","-289300000","193700000","-67000000","37800000","-199900000","-138900000","558220000","-918800000","-1666100000","1109500000","-939300000","-2779300000","-1080600000","-1232300000","-2445300000","-1291500000","-266461140.000001","191735791.32","-355139402.109999","1023181965.96","2782130988.5885","2610214387.05",
"Peru","PER","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-555900000","329600000","1573400000","660900000","-870000000","-742000000","39000000","786100000","980000000","-404830000","-871030000","-466460000","938950000","33000000","-601000000","-914000000","-1325680013.26817","-1545353969.61764","-2974720139.62358","-2657415719.84149","-2497351338.65112","-3119051660.32489","-1210622572.45865","-1137511352.2888","-1141491426.63123","-672677239.071217","-14064416.8792658","2272560658.88202","4451808955.2933","8248862336.18373","7311512853.91071","513685474.971382","4774834390.18401","4634780343.50514","6980047573.27672","3521122772.52209","-1883933962.05838","-3986033261.71784","-5481996330.23624","-608362224.400163","3995027828.50836","3819124582.1156","2898188474.76938","3530639260.36895","7486325479.1527",
"Philippines","PHL","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-887000000","-1294000000","-1645000000","-1931000000","-2065000000","-2665000000","-2407000000","-231000000","886000000","1814000000","173000000","20000000","-937000000","-2537000000","-1361000000","-2261000000","-4639000000","-5736000000","-6522000000","-7824000000","-10112000000","-2658000000","-7597000000","-7841000000","-8553000000","-7532000000","-7814000000","-7461000000","-9998077081.79394","-6982402744.99672","-8008136327.32213","-16675078813.8032","-8962220914.475","-11094114051.3837","-13866049881.2956","-12747420148.0934","-10647205110.6591","-12753927160.9377","-17854385029.8626","-28505668860.9328","-31521653139.6326","-39364380325.4317","-36272180841.4456","-19908904994.2508","-39607609317.7122",
"Palau","PLW","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-56296785.480069","-68414548.764981","-56762301.3689432","-60952810.6471236","-37925189.7302746","-50050735.519971","-49343341.8775238","-52426105.1373779","-50262020.9120827","-63443837.8860376","-30432669.6714896","-36896410.1536118","-64235943.3453633","","","","",
"Papua New Guinea","PNG","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","9466543.88942423","-22418896.2933078","-156410363.790611","30960911.346633","-293298790.43034","-513652852.592393","-501177348.876001","-412155821.783126","-339187540.771255","-172983675.59996","-128339899.342112","-165996205.992727","-221950065.723727","-263687343.608107","-127987174.144469","-198316898.694015","268208101.41439","971814529.198953","953509099.052989","1087208622.74415","670180009.709997","150134577.805139","219209971.569912","375628987.957947","565702630.752358","503651484.059285","-11017807.4238154","381955516.551933","366340106.398336","929785686.679438","1049112028.86441","654880726.001556","1277965905.06428","-134065288.059524","-231967769.480947","108900835.70852","-1687437236.77985","-2955691346.78848","3104340926.67802","4698350601.39504","5174004755.77201","5592174995.00427","5753226015.74872","","","",
"Poland","POL","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","-2721000000","-2142000000","-2227000000","-2373000000","-1781000000","-1995000000","291000000","510000000","823000000","605000000","470000000","978000000","1157000000","195000000","3942000000","-18000000","597000000","-2935000000","1945000000","1891000000","-3883000000","-6650000000","-8620000000","-13691000000","-10904000000","-6876000000","-6474000000","-5482000000","-7282000000","-3963000000","-8407000000","-16670000000","-28550000000","-4515000000","-10973000000","-12402000000","-4387000000","6992000000","5107000000","12954000000","17484000000","19743000000","17798000000","28409000000","40420000000","30779000000",
"Pre-demographic dividend","PRE","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-1771623837.10726","-2109871549.90519","-1908920552.88364","-1774303284.56877","-2110483765.91201","-3462042989.62338","-6640011642.99153","-4685292442.48496","-2760808809.61996","-1638179053.69963","-767700202.013705","-772075433.134908","-2504656873.56146","-4627180929.80448","-3783979145.83754","-5592470617.10722","-6876795890.63701","-8621319718.63794","-6685360720.9686","-7051932839.15299","-7284981153.19117","-8440792538.29237","-9070226622.80485","-10959524789.1332","-13027965112.4544","-12926315214.6081","-12215479060.6935","-10822178498.0146","-10541686031.7932","-14709125856.7821","-16835801748.9223","-16191219865.8931","-17631717450.462","-24352320741.766","-16490046323.6815","-17496926693.2178","-9087603278.50376","-75252894.178093","3911365266.30795","1864558948.95227","2805581231.02801","3559940696.44975","3350644436.97982","2168421904.73433","1836277037.09412","-4375802200.86043","-6560975075.97401",
"Paraguay","PRY","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-60300000","-52200000","-42100000","-93300000","-217700000","-276100000","-421600000","-445000000","-244800000","-288900000","-221300000","-329500000","-405500000","-164000000","255500000","345400000","49600000","-90800000","-74800000","-410600000","483346770.43358","226649381.10821","95646547.4980097","702936121.87912","698722161.21112","689681489.208881","724870232.386674","1101974891.38509","1000447807.09974","1078092288.51981","1082887002.06224","1061864271.2188","1400096382.22206","895155511.213581","1163421424.4825","797260590.645026","673627678.539692","400558890.012325","1442925621.30576","803696172.627755","543643207.671402","1976423897.76406","1599175328.34825","479020060.586777","125989344.643055","1333686928.75003","700271606.749922",
"West Bank and Gaza","PSE","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2025800000","-2510600000","-2668500000","-2349907152.94835","-2527553573.60014","-2010401024.81338","-2080272409.04739","-1755843760","-2001286649.51509","-2540614300","-2850620140","-2947075076.296","-3217783451.1006","-3480294855.3172","-3809895605.3735","-3897017279.56321","-3923736908.37532","-4429099697.369","-4734829804.75961","-5049354978.71861","-5401124719.51205","-5664562237.11023","-5967410890.28882","-6425749413.264","-6501965710.78652","-5680064638.17278","",
